C_FCS_MSR_QA	Linux x86-64	FareCollection_Support;FareGate	farecollection_support@wmata.com	8.1.24.0
C_FCS_WAS_QA	Linux x86-64	FareCollection_Support;FareGate	farecollection_support@wmata.com	8.1.24.0
C_FCS_WEB_QA	Linux x86-64	FareCollection_Support;FareGate	farecollection_support@wmata.com	8.1.24.0
C_GIS_DEV	Linux x86-64	IT_APPS_GIS;GIS	IT_APPS_GIS@wmata.com	8.1.24.0
C_HYPAPPESS	Linux x86-64	ITAPPS_HYPADMIN;Hyperion	HYPADMIN@wmata.com	8.1.24.0
C_HYPAPPOBI	Linux x86-64	ITAPPS_HYPADMIN;Hyperion	HYPADMIN@wmata.com	8.1.24.0
C_HYP_RES	Linux x86-64	ITAPPS_HYPADMIN;Hyperion	HYPADMIN@wmata.com	8.1.24.0
C_HYP_TRN	Linux x86-64	ITAPPS_HYPADMIN;Hyperion	HYPADMIN@wmata.com	8.1.24.0
C_MAXQAU03	Linux x86-64	maximodata;Maximo	maximodata@wmata.com	8.1.24.0
C_NIMCTF	Linux x86-64	DCI_UNIX_Admins;DCI_Unix	DCI_UNIX_Admins@wmata.com	8.1.24.0
C_NR_HYPDBESS	Linux x86-64	ITAPPS_HYPADMIN;Hyperion	HYPADMIN@wmata.com	8.1.24.0
C_NR_HYPWSFNDDEV	Linux x86-64	ITAPPS_HYPADMIN;Hyperion	HYPADMIN@wmata.com	8.1.24.0
C_NR_SOA	Linux x86-64	ITEA_SOA_APP_Support;SOA	ITEA_SOA_APP_Support@wmata.com	8.1.24.0
C_NR_UATSOA	Linux x86-64	ITEA_SOA_APP_Support;SOA	ITEA_SOA_APP_Support@wmata.com	8.1.24.0
C_NR_UATSOA1	Linux x86-64	ITEA_SOA_APP_Support;SOA	ITEA_SOA_APP_Support@wmata.com	8.1.24.0
C_NR_UATSOA2	Linux x86-64	ITEA_SOA_APP_Support;SOA	ITEA_SOA_APP_Support@wmata.com	8.1.24.0
C_PS_ELM_DEV	Linux x86-64	PSDBA;PeopleSoft	psdba@wmata.com	8.1.24.0
C_SOA_SHARE	Linux x86-64	ITEA_SOA_APP_Support;SOA	ITEA_SOA_APP_Support@wmata.com	8.1.24.0
C_TSMDBBKUP	Linux x86-64	DCI_Backup_Admins;DCI_Backup	DCI_Backup_Admins@wmata.com	8.1.24.0
DNCPRD2	Linux x86-64	Narayanan, Rajesh V.;FareCollection	IT-DBA2@wmata.com	8.1.24.0
JGAPPCSDDOCLPV	Linux x86-64	DocumentumAdmins;Documentum	DocumentumAdmins@wmata.com	8.1.24.0
JGDOCUCS1LPV	Linux x86-64	DocumentumAdmins;Documentum	DocumentumAdmins@wmata.com	8.1.26.0
JGSATELLITE01PV	Linux x86-64	DCI_UNIX_Group;SD&O	DCI_UNIX_Group@wmata.com	8.1.25.0
JGSATELLITE02PV	Linux x86-64	;DCI_Unix		8.1.25.0
JGSTLITGATE1LPV	Linux x86-64	DCI_UNIX_Group;SD&O	DCI_UNIX_Group@wmata.com	8.1.25.0
JGSTMGTGATE1LPV	Linux x86-64	ITIO_FaregateLinuxadmins;FareGate	ITIO_FaregateLinuxadmins@wmata.com	8.1.26.0
JGX2DBADM01	Linux x86-64	IT-DBA;PeopleSoft	IT-DBA2@wmata.com	8.1.24.0
JGX2DBADM02	Linux x86-64	IT-DBA;PeopleSoft	IT-DBA2@wmata.com	8.1.24.0
JGX2DBADM03	Linux x86-64	IT-DBA;PeopleSoft	IT-DBA2@wmata.com	8.1.24.0
JGX2DBADM04	Linux x86-64	IT-DBA;PeopleSoft	IT-DBA2@wmata.com	8.1.24.0
JGX3DBADM01	Linux x86-64	IT-DBA;PeopleSoft	IT-DBA2@wmata.com	8.1.24.0
JGX3DBADM02	Linux x86-64	IT-DBA;PeopleSoft	IT-DBA2@wmata.com	8.1.24.0
JGX3DBADM03	Linux x86-64	IT-DBA;PeopleSoft	IT-DBA2@wmata.com	8.1.24.0
JGX3DBADM04	Linux x86-64	IT-DBA;PeopleSoft	IT-DBA2@wmata.com	8.1.24.0
JGX4DBADM01	Linux x86-64	Narayanan, Rajesh V.;FareCollection	IT-DBA2@wmata.com	8.1.24.0
JGX4DBADM02	Linux x86-64	Narayanan, Rajesh V.;FareCollection	IT-DBA2@wmata.com	8.1.24.0
JGX4DBADM03	Linux x86-64	Narayanan, Rajesh V.;FareCollection	IT-DBA2@wmata.com	8.1.24.0
JGX4DBADM04	Linux x86-64	Narayanan, Rajesh V.;FareCollection	IT-DBA2@wmata.com	8.1.24.0
NCS-DNS-CTF	Linux x86-64	IT_NCS_Engineering;NCS	ITNCSEngineering@wmata.com	8.1.26.0
NCS-DNS-JGB	Linux x86-64	IT_NCS_Engineering;NCS	ITNCSEngineering@wmata.com	8.1.26.0
P_DCI_UNIX_SUDO	Linux x86-64	DCI_UNIX_Admins;DCI_Unix	DCI_UNIX_Admins@wmata.com	8.1.24.0
P_FAREGATE_AFC	Linux x86-64	TBD;FareGate		8.1.24.0
P_FAREGATE_ANSIBLE	Linux x86-64	ITIO_FaregateLinuxadmins;FareGate	ITIO_FaregateLinuxadmins@wmata.com	8.1.24.0
P_FAREGATE_DEV	Linux x86-64	TBD;FareGate	TBF@wmata.com	8.1.24.0
P_FAREGATE_QA	Linux x86-64	TBD;FareGate	TBF@wmata.com	8.1.24.0
P_FCS_APP	Linux x86-64	FareCollection_Support;FareGate	FareCollection_Support@wmata.com	8.1.24.0
P_FCS_APPDATA	Linux x86-64	FareCollection_Support;FareGate	FareCollection_Support@wmata.com	8.1.24.0
P_FCS_MSR_DEV	Linux x86-64	FareCollection_Support;FareGate	FareCollection_Support@wmata.com	8.1.24.0
P_FCS_WAS	Linux x86-64	FareCollection_Support;FareGate	FareCollection_Support@wmata.com	8.1.24.0
P_FCS_WEB	Linux x86-64	FareCollection_Support;FareGate	FareCollection_Support@wmata.com	8.1.24.0
P_GISPROD	Linux x86-64	IT_APPS_GIS;GIS	IT_APPS_GIS@wmata.com	8.1.24.0
P_HYP_ESSBASEDB	Linux x86-64	IT-DBA;Hyperion	IT-DBA2@wmata.com	8.1.24.0
P_HYP_QAPLNESS	Linux x86-64	IT-DBA;Hyperion	IT-DBA2@wmata.com	8.1.24.0
P_NIMJGB	Linux x86-64	DCI_UNIX_Admins;DCI_Unix	DCI_UNIX_Admins@wmata.com	8.1.24.0
P_NR_SOA	Linux x86-64	ITEA_SOA_APP_Support;SOA	ITEA_SOA_APP_Support@wmata.com	8.1.24.0
P_OEM	Linux x86-64	IT-DBA;ITSS_Pool	IT-DBA2@wmata.com	8.1.24.0
P_PS_ELM_PROD	Linux x86-64	IT-DBA;PeopleSoft	IT-DBA2@wmata.com	8.1.24.0
P_PS_FIN_DEVQA	Linux x86-64	IT-DBA;PeopleSoft	IT-DBA2@wmata.com	8.1.24.0
P_PS_HCM_DEV	Linux x86-64	IT-DBA;PeopleSoft	IT-DBA2@wmata.com	8.1.24.0
P_PS_HCM_PROD	Linux x86-64	IT-DBA;PeopleSoft	IT-DBA2@wmata.com	8.1.24.0
P_PS_HYPDEV1	Linux x86-64	IT-DBA;PeopleSoft	IT-DBA2@wmata.com	8.1.24.0
P_PS_HYP_PROD1	Linux x86-64	IT-DBA;PeopleSoft	IT-DBA2@wmata.com	8.1.24.0
P_PS_HYP_PROD2	Linux x86-64	IT-DBA;PeopleSoft	IT-DBA2@wmata.com	8.1.24.0
P_PS_SHARE_PROD	Linux x86-64	TBD;PeopleSoft	TBF@wmata.com	8.1.24.0
P_REP_HYPBI	Linux x86-64	IT-DBA;Hyperion	IT-DBA2@wmata.com	8.1.24.0
P_REP_HYPCLUS	Linux x86-64	IT-DBA;Hyperion	IT-DBA2@wmata.com	8.1.24.0
P_REP_HYPESS	Linux x86-64	IT-DBA;Hyperion	IT-DBA2@wmata.com	8.1.24.0
P_REP_HYPFND	Linux x86-64	IT-DBA;Hyperion	IT-DBA2@wmata.com	8.1.24.0
P_REP_MXWEBAPP	Linux x86-64	Maximo Team;Maximo	maximodata@wmata.com	8.1.24.0
P_REP_SOA	Linux x86-64	SOA Team;SOA	SOA@wmata.com	8.1.24.0
P_SANNAV	Linux x86-64	DCI SAN Admins;DCI_SAN	DCI_SAN_Admins@wmata.com	8.1.24.0
P_SOA_ORACLESHARE	Linux x86-64	SOA Team;SOA	SOA@wmata.com	8.1.24.0
P_SOA_PROD	Linux x86-64	SOA Team;SOA	SOA@wmata.com	8.1.24.0
P_SOA_SHARE	Linux x86-64	ITEA_SOA_APP_Support;SOA	ITEA_SOA_APP_Support@wmata.com	8.1.24.0
P_TENABLE_PROD	Linux x86-64	ITCS Vulnerability Management;ITCS	ITCS_Vulnerability_Management@wmata.com	8.1.24.0
WCCPRD1	Linux x86-64	Narayanan, Rajesh V.;FareCollection	IT-DBA2@wmata.com	8.1.24.0
BLD2K16-RO-FS	WinNT	ITIO_DCI_AD_Admins;DCI_AD	ITIO_DCI_AD_Admins@wmata.com	8.1.26.0
CTCOUNDBLB01WPV	WinNT	IT-DBA;Council	IT-DBA2@wmata.com	8.1.24.0
CTDCISQLDB01WPV	WinNT	ITIO_DCI_AD_Admins;DCI_AD	ITIO_DCI_AD_Admins@wmata.com	8.1.25.0
CTMEMCSQLDB01PV	WinNT	MEMC_CA_Servicedesk;MEMC	MEMC_CA_Servicedesk@wmata.com	8.1.26.0
CTMITSDB01PV	WinNT	DMCS_Engineering;DMCS	DMCS_Engineering@wmata.com	8.1.26.0
CTMTPDDBCAD1PV	WinNT	Traci Morris;MTPD	tmorris@wmata.com	8.1.26.0
CTMTPDDBCAD2PV	WinNT	Traci Morris;MTPD	tmorris@wmata.com	8.1.26.0
CTMTPDDBRMS1PV	WinNT	Tracy Lumpkin;MTPD	tbLumpkin@wmata.com	8.1.26.0
CTMTPDDBRMS2PV	WinNT	Tracy Lumpkin;MTPD	tbLumpkin@wmata.com	8.1.25.0
CTMTPDRDWCADPV	WinNT	Traci Morris;MTPD	tmorris@wmata.com	8.1.26.0
CTMTPDRDWRMSPV	WinNT	Tracy Lumpkin;MTPD	tbLumpkin@wmata.com	8.1.26.0
CTNCSAPPPM1WDV	WinNT	IT_NCS_Engineering;NCS	ITNCSEngineering@wmata.com	8.1.26.0
CTSPSDB1WPV	WinNT	ITAPPS_SQLDBA;SMS	ITAPPS_SQLDBA@wmata.com	8.1.22.0
CTSPSDB2WPV	WinNT	ITAPPS_SQLDBA;SMS	ITAPPS_SQLDBA@wmata.com	8.1.22.0
DFS2K16-11	WinNT	ITIO_DCI_AD_Admins;DFS	ITIO_DCI_AD_Admins@wmata.com	8.1.24.0
DFS2K16-12	WinNT	ITIO_DCI_AD_Admins;DFS	ITIO_DCI_AD_Admins@wmata.com	8.1.24.0
DFS2K16-13	WinNT	ITIO_DCI_AD_Admins;DFS	ITIO_DCI_AD_Admins@wmata.com	8.1.24.0
DFS2K16-14	WinNT	ITIO_DCI_AD_Admins;DFS	ITIO_DCI_AD_Admins@wmata.com	8.1.24.0
DFS2K16-15	WinNT	ITIO_DCI_AD_Admins;DFS	ITIO_DCI_AD_Admins@wmata.com	8.1.24.0
DFS2K16-16	WinNT	ITIO_DCI_AD_Admins;DFS	ITIO_DCI_AD_Admins@wmata.com	8.1.24.0
DFS2K16-17	WinNT	ITIO_DCI_AD_Admins;DFS	ITIO_DCI_AD_Admins@wmata.com	8.1.24.0
DFS2K16-18	WinNT	ITIO_DCI_AD_Admins;DFS	ITIO_DCI_AD_Admins@wmata.com	8.1.24.0
DFS2K16-19	WinNT	ITIO_DCI_AD_Admins;DFS	ITIO_DCI_AD_Admins@wmata.com	8.1.24.0
DFS2K16-20	WinNT	ITIO_DCI_AD_Admins;DFS	ITIO_DCI_AD_Admins@wmata.com	8.1.24.0
DFS2K16-23	WinNT	ITIO_DCI_AD_Admins;DFS	ITIO_DCI_AD_Admins@wmata.com	8.1.24.0
DFS2K16-24	WinNT	IT_APPS_GIS;GIS	IT_APPS_GIS@wmata.com	8.1.24.0
DFS2K19-21	WinNT	ITIO_DCI_AD_Admins;DFS	ITIO_DCI_AD_Admins@wmata.com	8.1.24.0
DFS2K19-25	WinNT	ITIO_DCI_AD_Admins;DFS	ITIO_DCI_AD_Admins@wmata.com	8.1.24.0
DFS2K19-26	WinNT	ITIO_DCI_AD_Admins;DFS	ITIO_DCI_AD_Admins@wmata.com	8.1.24.0
DFS2K19-27	WinNT	ITIO_DCI_AD_Admins;DFS	ITIO_DCI_AD_Admins@wmata.com	8.1.24.0
EQSPSDB1WPV	WinNT	ITAPPS_SQLDBA;SMS	ITAPPS_SQLDBA@wmata.com	8.1.22.0
EQSPSDB2WPV	WinNT	ITAPPS_SQLDBA;SMS	ITAPPS_SQLDBA@wmata.com	8.1.22.0
JGCOUNDBLB01WPV	WinNT	IT-DBA;Council	IT-DBA2@wmata.com	8.1.24.0
JGDCIEVAULT01PV	WinNT	ExchangeTeam;EVAULT	ExchangeTeam@wmata.com	8.1.24.0
JGDCIEVAULT02PV	WinNT	ExchangeTeam;EVAULT	ExchangeTeam@wmata.com	8.1.24.0
JGDCIEVAULTDBPV	WinNT	ExchangeTeam;EVAULT	ExchangeTeam@wmata.com	8.1.24.0
JGDCIRMWPV	WinNT	ITIO_DCI_AD_Admins;DCI_AD	ITIO_DCI_AD_Admins@wmata.com	8.1.26.0
JGDCISCCMDB01PV	WinNT	DCI_SCCM_Admins;DCI_SCCM	DCI_SCCM_Admins@wmata.com	8.1.24.0
JGDCISQLDB01WPV	WinNT	ITIO_DCI_AD_Admins;DCI_AD	ITIO_DCI_AD_Admins@wmata.com	8.1.26.0
JGMEMCSQLDB01PV	WinNT	MEMC_CA_Servicedesk;MEMC	MEMC_CA_Servicedesk@wmata.com	8.1.26.0
JGMEMCSQLDB02PV	WinNT	MEMC_CA_Servicedesk;MEMC	MEMC_CA_Servicedesk@wmata.com	8.1.26.0
JGMITSDB01PV	WinNT	DMCS_Engineering;DMCS	DMCS_Engineering@wmata.com	8.1.26.0
JGMTPDDBRMS1PV	WinNT	Tracy Lumpkin;MTPD	tbLumpkin@wmata.com	8.1.26.0
JGMTPDDBRMS2PV	WinNT	Tracy Lumpkin;MTPD	tbLumpkin@wmata.com	8.1.26.0
JGMTPDRDWRMSPV	WinNT	Tracy Lumpkin;MTPD	tbLumpkin@wmata.com	8.1.25.0
JGNCSAPPPM1WPV	WinNT	IT_NCS_Engineering;NCS	IT_NCS_Engineering@wmata.com	8.1.26.0
JGOHAWAPPFS01PV	WinNT	OHAW_Admin;OHAW	OHAW_Admin@wmata.com	8.1.26.0
JGOHAWDB01PV	WinNT	OHAW_Admin;OHAW	OHAW_Admin@wmata.com	8.1.26.0
JGOHAWDB02PV	WinNT	OHAW_Admin;OHAW	OHAW_Admin@wmata.com	8.1.26.0
JGPRWTCHDB01PV	WinNT	ITAPPS_SQLDBA;ProWatch	itapps_prowatchprodsupport@wmata.com	8.1.26.0
MSF2K16-RO-FS	WinNT	ITIO_DCI_AD_Admins;DFS	ITIO_DCI_AD_Admins@wmata.com	8.1.26.0
MULTIDBWIT01PP	WinNT	IT-DBA;Generic	IT-DBA2@wmata.com	8.1.26.0
RCTRESGTWYPP	WinNT	Manalili, Adela N.;TRES-RCF	amanalili@wmata.com	8.1.26.0
RCTRESRPTSPP	WinNT	Manalili, Adela N.;TRES-RCF	amanalili@wmata.com	8.1.26.0
SMB_AFCE_PROD	WinNT	DCI_SAN_Admins;FareGate	DCI_SAN_Admins@wmata.com	8.1.26.0
SMB_BUS_ARCHIVE	WinNT	ITAPPSBusTeam;BUS	itappsbusteam@wmata.com	8.1.26.0
SMB_CA_SERVICEDESK	WinNT	MEMC_CA_Servicedesk;MEMC	MEMC_CA_Servicedesk@wmata.com	8.1.26.0
SMB_CCTV_MSET	WinNT	ITAPPSBusTeam;BUS	ITAPPSBusTeam@wmata.com	8.1.26.0
SMB_CENV_DATA	WinNT	DCI_SAN_Admins;CENV	DCI_SAN_Admins@wmata.com	8.1.26.0
SMB_DCI_SQL_BACKUPS	WinNT	DCI_System_Admins	dci_system_admins@wmata.com	8.1.26.0
SMB_ENGA	WinNT	DCI_SAN_Admins;ENGA	DCI_SAN_Admins@wmata.com	8.1.26.0
SMB_ENGA_DESIGN_SHARE	WinNT	DCI_SAN_Admins;ENGA	DCI_SAN_Admins@wmata.com	8.1.26.0
SMB_ENGA_SURVEY	WinNT	DCI_SAN_Admins;ENGA	DCI_SAN_Admins@wmata.com	8.1.26.0
SMB_ENG_2_DOC_ARCHIVE_PROCORE	WinNT	DCI_SAN_Admins;ENGA	DCI_SAN_Admins@wmata.com	8.1.26.0
SMB_GISPROD	WinNT	DCI_SAN_Admins;GIS	DCI_SAN_Admins@wmata.com	8.1.26.0
SMB_IAPRO	WinNT	DCI_SAN_Admins;TBD	DCI_SAN_Admins@wmata.com	8.1.26.0
SMB_KODIAK	WinNT	Transdave-IT; MetroAccess	us.wmata.italerts@transdev.com	8.1.26.0
SMB_MREL	WinNT	MREL;TBD	mrel@wmata.com	8.1.26.0
